DATE,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyRelativeHumidity
2023-01-25 03:53:00,41,44,89
2023-01-25 04:53:00,45,49,86
2023-01-25 05:53:00,47,51,86
2023-01-25 06:53:00,48,54,80
2023-01-25 07:53:00,42,54,64
2023-01-25 08:53:00,40,50,68
2023-01-25 09:53:00,37,48,66
2023-01-25 10:53:00,39,46,77
2023-01-25 11:53:00,35,47,63
2023-01-25 12:53:00,34,45,66
2023-01-25 13:53:00,34,45,66
2023-01-25 14:53:00,35,43,74
2023-01-25 15:53:00,33,43,68
2023-01-25 16:53:00,34,41,76
2023-01-25 17:53:00,34,40,79
2023-01-25 18:53:00,33,39,79
2023-01-25 19:53:00,33,39,79
2023-01-25 20:53:00,33,39,79
2023-01-25 21:53:00,33,39,79
2023-01-25 22:53:00,34,39,82
2023-01-25 23:53:00,34,39,82
2023-01-26 00:53:00,32,38,79
2023-01-26 01:53:00,32,38,79
2023-01-26 02:53:00,32,38,79
2023-01-26 03:53:00,32,38,79
2023-01-26 04:53:00,31,38,76
2023-01-26 05:53:00,32,38,79
2023-01-26 06:53:00,31,38,76
2023-01-26 07:53:00,31,38,76
2023-01-26 08:53:00,31,37,79
2023-01-26 09:53:00,30,37,76
2023-01-26 10:53:00,30,39,70
2023-01-26 11:53:00,29,39,67
2023-01-26 12:53:00,29,40,65
2023-01-26 13:53:00,27,38,65
2023-01-26 14:53:00,25,39,57
2023-01-26 15:53:00,24,38,57
2023-01-26 16:53:00,24,36,62
2023-01-26 17:53:00,22,36,57
2023-01-26 18:53:00,22,36,57
2023-01-26 19:53:00,22,34,61
2023-01-26 20:53:00,23,33,66
2023-01-26 21:53:00,22,32,66
2023-01-26 22:53:00,23,31,72
2023-01-26 23:53:00,22,30,72
2023-01-27 00:53:00,22,30,72
2023-01-27 01:53:00,21,31,67
2023-01-27 02:53:00,21,30,69
2023-01-27 03:53:00,21,28,75
2023-01-27 04:53:00,21,26,81
2023-01-27 05:53:00,23,29,78
2023-01-27 06:53:00,23,31,72
2023-01-27 07:53:00,23,32,69
2023-01-27 08:53:00,24,36,62
2023-01-27 09:53:00,25,41,53
2023-01-27 10:53:00,27,45,49
2023-01-27 11:53:00,29,49,46
2023-01-27 12:53:00,27,53,37
2023-01-27 13:53:00,27,54,35
2023-01-27 14:53:00,24,55,30
2023-01-27 15:53:00,24,55,30
2023-01-27 16:53:00,23,53,31
2023-01-27 17:53:00,23,51,33
2023-01-27 18:53:00,25,48,41
2023-01-27 19:53:00,25,47,42
2023-01-27 20:53:00,26,48,42
2023-01-27 21:53:00,25,47,42
2023-01-27 22:53:00,24,46,42
2023-01-27 23:53:00,24,45,44
2023-01-28 00:53:00,24,44,45
2023-01-28 01:53:00,23,41,49
2023-01-28 02:53:00,23,42,47
2023-01-28 03:53:00,23,40,51
2023-01-28 04:53:00,24,37,59
2023-01-28 05:53:00,25,38,60
2023-01-28 06:53:00,25,39,57
2023-01-28 07:53:00,27,42,55
